2024-02-16 23:55:00.000000 +00:00,295655-1,light-metric-abs,1.8802581531069977,2024-11-04 10:50:03.368014 +00:00
2024-02-16 23:50:00.000000 +00:00,295655-1,light-metric-abs,2.003279675125314,2024-11-04 10:50:03.397686 +00:00
2024-02-16 23:45:00.000000 +00:00,295655-1,light-metric-abs,1.6712729395304287,2024-11-04 10:50:03.424331 +00:00
2024-02-16 23:40:00.000000 +00:00,295655-1,light-metric-abs,1.891206320224895,2024-11-04 10:50:03.448841 +00:00
2024-02-16 23:35:00.000000 +00:00,295655-1,light-metric-abs,1.8713377348004245,2024-11-04 10:50:03.478351 +00:00
2024-02-16 23:30:00.000000 +00:00,295655-1,light-metric-abs,2.145298713163741,2024-11-04 10:50:03.508014 +00:00
2024-02-16 23:25:00.000000 +00:00,295655-1,light-metric-abs,2.097816274715986,2024-11-04 10:50:03.532541 +00:00
2024-02-16 23:20:00.000000 +00:00,295655-1,light-metric-abs,1.6989917606903466,2024-11-04 10:50:03.555753 +00:00
2024-02-16 23:15:00.000000 +00:00,295655-1,light-metric-abs,1.6206135197527418,2024-11-04 10:50:03.580187 +00:00
2024-02-16 23:10:00.000000 +00:00,295655-1,light-metric-abs,1.7293224591641039,2024-11-04 10:50:03.604974 +00:00
2024-02-16 23:05:00.000000 +00:00,295655-1,light-metric-abs,1.1487116855156723,2024-11-04 10:50:03.631248 +00:00
2024-02-16 23:00:00.000000 +00:00,295655-1,light-metric-abs,0,2024-11-04 10:50:03.655144 +00:00
2024-02-16 22:55:00.000000 +00:00,295655-1,light-metric-abs,5.2016653720151,2024-11-04 10:50:03.680257 +00:00
2024-02-16 22:50:00.000000 +00:00,295655-1,light-metric-abs,5.099527623585901,2024-11-04 10:50:03.709462 +00:00
2024-02-16 22:45:00.000000 +00:00,295655-1,light-metric-abs,5.4061591698593485,2024-11-04 10:50:03.735999 +00:00
2024-02-16 22:40:00.000000 +00:00,295655-1,light-metric-abs,5.634251466936728,2024-11-04 10:50:03.760248 +00:00
2024-02-16 22:35:00.000000 +00:00,295655-1,light-metric-abs,5.928484669351883,2024-11-04 10:50:03.785083 +00:00
2024-02-16 22:30:00.000000 +00:00,295655-1,light-metric-abs,6.025560965932896,2024-11-04 10:50:03.810880 +00:00
2024-02-16 22:25:00.000000 +00:00,295655-1,light-metric-abs,6.178079805142078,2024-11-04 10:50:03.835496 +00:00
2024-02-16 22:20:00.000000 +00:00,295655-1,light-metric-abs,5.917753526444724,2024-11-04 10:50:03.862047 +00:00
2024-02-16 22:15:00.000000 +00:00,295655-1,light-metric-abs,6.28343380732427,2024-11-04 10:50:03.886882 +00:00
2024-02-16 22:10:00.000000 +00:00,295655-1,light-metric-abs,7.227861142482006,2024-11-04 10:50:03.911172 +00:00
2024-02-16 22:05:00.000000 +00:00,295655-1,light-metric-abs,8.335799949273444,2024-11-04 10:50:03.935313 +00:00
2024-02-16 22:00:00.000000 +00:00,295655-1,light-metric-abs,8.560282361001843,2024-11-04 10:50:03.958979 +00:00
2024-02-16 21:55:00.000000 +00:00,295655-1,light-metric-abs,8.543596582780047,2024-11-04 10:50:03.983352 +00:00
2024-02-16 21:50:00.000000 +00:00,295655-1,light-metric-abs,8.312438312742298,2024-11-04 10:50:04.020906 +00:00
2024-02-16 21:45:00.000000 +00:00,295655-1,light-metric-abs,8.197808406393506,2024-11-04 10:50:04.043128 +00:00
2024-02-16 21:40:00.000000 +00:00,295655-1,light-metric-abs,7.776806220170559,2024-11-04 10:50:04.072037 +00:00
2024-02-16 21:35:00.000000 +00:00,295655-1,light-metric-abs,7.636236150284666,2024-11-04 10:50:04.098476 +00:00
2024-02-16 21:30:00.000000 +00:00,295655-1,light-metric-abs,7.492798233518004,2024-11-04 10:50:04.124655 +00:00
2024-02-16 21:25:00.000000 +00:00,295655-1,light-metric-abs,7.7056868051520775,2024-11-04 10:50:04.148613 +00:00
2024-02-16 21:20:00.000000 +00:00,295655-1,light-metric-abs,8.099821643055062,2024-11-04 10:50:04.174112 +00:00
2024-02-16 21:15:00.000000 +00:00,295655-1,light-metric-abs,8.489116068124835,2024-11-04 10:50:04.197553 +00:00
2024-02-16 21:10:00.000000 +00:00,295655-1,light-metric-abs,8.812138198238664,2024-11-04 10:50:04.224057 +00:00
2024-02-16 21:05:00.000000 +00:00,295655-1,light-metric-abs,8.575190360940141,2024-11-04 10:50:04.249789 +00:00
2024-02-16 21:00:00.000000 +00:00,295655-1,light-metric-abs,8.638550994051393,2024-11-04 10:50:04.273582 +00:00
2024-02-16 20:55:00.000000 +00:00,295655-1,light-metric-abs,9.264824957178654,2024-11-04 10:50:04.302572 +00:00
2024-02-16 20:50:00.000000 +00:00,295655-1,light-metric-abs,9.833790409986563,2024-11-04 10:50:04.329015 +00:00
2024-02-16 20:45:00.000000 +00:00,295655-1,light-metric-abs,9.72644364675607,2024-11-04 10:50:04.357757 +00:00
2024-02-16 20:40:00.000000 +00:00,295655-1,light-metric-abs,10.049276897018945,2024-11-04 10:50:04.383069 +00:00
2024-02-16 20:35:00.000000 +00:00,295655-1,light-metric-abs,9.970029553462972,2024-11-04 10:50:04.413842 +00:00
2024-02-16 20:30:00.000000 +00:00,295655-1,light-metric-abs,9.429533532389822,2024-11-04 10:50:04.438657 +00:00
2024-02-16 20:25:00.000000 +00:00,295655-1,light-metric-abs,9.373684095326919,2024-11-04 10:50:04.466565 +00:00
2024-02-16 20:20:00.000000 +00:00,295655-1,light-metric-abs,9.532130537382777,2024-11-04 10:50:04.491149 +00:00
2024-02-16 20:15:00.000000 +00:00,295655-1,light-metric-abs,9.915858869758917,2024-11-04 10:50:04.520220 +00:00
2024-02-16 20:10:00.000000 +00:00,295655-1,light-metric-abs,10.18256186908198,2024-11-04 10:50:04.554834 +00:00
2024-02-16 20:05:00.000000 +00:00,295655-1,light-metric-abs,10.796469035503947,2024-11-04 10:50:04.583940 +00:00
2024-02-16 20:00:00.000000 +00:00,295655-1,light-metric-abs,11.134130430194933,2024-11-04 10:50:04.626071 +00:00
2024-02-16 19:55:00.000000 +00:00,295655-1,light-metric-abs,10.333162366372509,2024-11-04 10:50:04.661493 +00:00
2024-02-16 19:50:00.000000 +00:00,295655-1,light-metric-abs,10.251405888017928,2024-11-04 10:50:04.696019 +00:00
2024-02-16 19:45:00.000000 +00:00,295655-1,light-metric-abs,10.438462278570878,2024-11-04 10:50:04.728945 +00:00
2024-02-16 19:40:00.000000 +00:00,295655-1,light-metric-abs,10.793013820053588,2024-11-04 10:50:04.786100 +00:00
2024-02-16 19:35:00.000000 +00:00,295655-1,light-metric-abs,11.327282720851588,2024-11-04 10:50:04.844454 +00:00
2024-02-16 19:30:00.000000 +00:00,295655-1,light-metric-abs,11.754874699275867,2024-11-04 10:50:04.891474 +00:00
2024-02-16 19:25:00.000000 +00:00,295655-1,light-metric-abs,11.253131312323482,2024-11-04 10:50:04.933397 +00:00
2024-02-16 19:20:00.000000 +00:00,295655-1,light-metric-abs,9.366316510028128,2024-11-04 10:50:04.978228 +00:00
2024-02-16 19:15:00.000000 +00:00,295655-1,light-metric-abs,1.7593046011384037,2024-11-04 10:50:05.031926 +00:00
2024-02-16 19:10:00.000000 +00:00,295655-1,light-metric-abs,1.338919266236207,2024-11-04 10:50:05.083337 +00:00
2024-02-16 19:05:00.000000 +00:00,295655-1,light-metric-abs,1.1975405668668602,2024-11-04 10:50:05.132539 +00:00
2024-02-16 19:00:00.000000 +00:00,295655-1,light-metric-abs,1.2568680637014995,2024-11-04 10:50:05.189238 +00:00
2024-02-16 18:55:00.000000 +00:00,295655-1,light-metric-abs,1.9734080663464706,2024-11-04 10:50:05.227205 +00:00
2024-02-16 18:50:00.000000 +00:00,295655-1,light-metric-abs,1.5411602158510118,2024-11-04 10:50:05.267607 +00:00
